観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),18日の最高気温(℃),18日の最高気温の品質情報,18日の最高気温起時（時）,18日の最高気温起時（分）,18日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（17日まで）,今年の最高気温（17日まで）の品質情報,今年の最高気温（17日まで）を観測した起日（年）,今年の最高気温（17日まで）を観測した起日（月）,今年の最高気温（17日まで）を観測した起日（日）,17日までの観測史上1位の値（℃）,17日までの観測史上1位の値の品質情報,17日までの観測史上1位の値を観測した起日（年）,17日までの観測史上1位の値を観測した起日（月）,17日までの観測史上1位の値を観測した起日（日）,17日までの11月の1位の値,17日までの11月の1位の値の品質情報,17日までの11月の1位の値の起日（年）,17日までの11月の1位の値の起日（月）,17日までの11月の1位の値の起日（日）,統計開始年
91181,沖縄県,渡嘉敷（トカシキ）,,2024,11,18,23,00,23.4,5,00,17,5,+0.8,-3.1,11,2,,,0,32.9,5,2024,07,31,32.9,8,2024,07,31,28.5,8,2024,11,10,1977
91197,沖縄県,那覇（ナハ）,47936,2024,11,18,23,00,25.3,5,12,58,5,+0.6,-3.2,11,2,,,0,36.0,5,2024,07,19,36.0,8,2024,07,19,31.6,8,1915,11,04,1890
91236,沖縄県,安次嶺（アシミネ）,,2024,11,18,23,00,25.7,5,11,57,5,+0.4,-3.4,11,2,,,0,35.7,5,2024,07,15,35.7,8,2024,07,15,30.8,8,2024,11,01,2003
91241,沖縄県,糸数（イトカズ）,,2024,11,18,23,00,23.2,5,11,42,5,-0.1,-4.2,11,2,,,0,34.1,5,2024,08,01,36.1,8,2013,08,07,29.2,8,2023,11,10,1977
92006,沖縄県,北大東（キタダイトウ）,,2024,11,18,23,00,28.2,5,11,49,5,+2.5,-1.4,10,3,,,0,35.1,5,2024,08,16,35.1,8,2024,08,16,31.6,8,2024,11,02,2003
92011,沖縄県,南大東（ミナミダイトウ）（南大東島（ミナミダイトウジマ））,47945,2024,11,18,23,00,28.4,5,11,39,5,+2.9,-1.3,10,2,,,0,34.7,5,2024,07,13,35.3,8,1991,07,12,31.8,8,2024,11,02,1942
92012,沖縄県,旧東（キュウトウ）,,2024,11,18,23,00,28.2,5,12,18,5,+2.7,-1.1,10,3,,,0,34.3,5,2024,08,13,34.3,8,2024,08,13,31.5,8,2024,11,02,2003
93012,沖縄県,下地島（シモジシマ）,,2024,11,18,23,00,26.3,5,12,18,5,+0.4,-3.3,11,2,,,0,35.1,5,2024,07,20,36.1,8,2016,07,05,31.1,8,2024,11,14,2003
93041,沖縄県,宮古島（ミヤコジマ）,47927,2024,11,18,23,00,24.6,5,11,50,5,-0.5,-5.0,11,3,,,0,34.8,5,2024,07,20,35.3,8,1971,07,16,30.9,8,2024,11,01,1937
93042,沖縄県,鏡原（カガミハラ）,,2024,11,18,23,00,24.7,5,00,01,5,-0.9,-5.3,11,3,,,0,35.1,5,2024,07,20,35.3,8,2022,07,26,31.2,8,2023,11,10,2003
93062,沖縄県,仲筋（ナカスジ）,,2024,11,18,23,00,24.6,5,12,48,5,-1.4,-4.0,11,3,,,0,35.2,5,2024,07,22,35.4,8,2009,08,02,31.0,8,2008,11,08,2003
94001,沖縄県,伊原間（イバルマ）,,2024,11,18,23,00,25.2,5,00,08,5,-0.1,-3.6,11,2,,,0,34.8,5,2024,07,19,36.1,8,2012,07,08,30.8,8,2015,11,18,1977
94011,沖縄県,所野（トコロノ）,,2024,11,18,23,00,24.3,5,03,15,5,-1.3,-3.8,11,3,,,0,34.8,5,2024,07,22,35.2,8,2020,07,23,30.2,8,2016,11,19,2003
94017,沖縄県,与那国島（ヨナグニジマ）,47912,2024,11,18,23,00,24.5,5,03,00,5,-0.6,-4.0,11,3,,,0,34.6,5,2024,09,05,35.5,8,2020,07,23,30.2,8,2015,11,18,1956
94062,沖縄県,西表島（イリオモテジマ）,47917,2024,11,18,23,00,24.0,5,00,21,5,-1.2,-5.7,11,3,,,0,35.9,5,2024,07,20,35.9,8,2024,07,20,31.2,8,2020,11,07,1954
94081,沖縄県,石垣島（イシガキジマ）,47918,2024,11,18,23,00,24.8,5,01,18,5,-1.1,-3.9,11,3,,,0,35.5,5,2024,07,21,35.6,8,2017,08,20,30.9,8,1898,11,15,1896
94086,沖縄県,盛山（モリヤマ）,,2024,11,18,23,00,24.8,5,00,53,5,-1.5,-3.1,,,,,0,35.0,5,2024,07,21,35.1,8,2022,08,24,31.0,8,2015,11,18,2013
94101,沖縄県,大原（オオハラ）,,2024,11,18,23,00,24.9,5,00,36,5,-0.6,-5.1,11,3,,,0,35.3,5,2024,07,20,35.7,8,2003,07,24,30.7,8,2014,11,02,1978
94116,沖縄県,波照間（ハテルマ）,,2024,11,18,23,00,25.2,5,01,06,5,-0.6,-4.3,11,3,,,0,35.3,5,2024,07,18,35.7,8,2009,08,05,30.7,8,2023,11,06,1979
